,title,year,genres,averagerating,numvotes,domestic_gross,foreign_gross,total_gross,genre0,genre1,genre2
649,The Dilemma,2011,"Comedy,Drama",5.3,48148,48500000.0,21200000.0,69700000.0,Comedy,Drama,
650,Takers,2010,"Action,Crime,Thriller",6.2,53377,57700000.0,11300000.0,69000000.0,Action,Crime,Thriller
651,Anna Karenina,2012,"Drama,Romance",6.6,84668,12800000.0,56100000.0,68900000.0,Drama,Romance,
652,Brick Mansions,2014,"Action,Crime",5.7,37528,20400000.0,48500000.0,68900000.0,Action,Crime,
653,The Call,2013,Documentary,7.9,12,51900000.0,16700000.0,68600000.0,Documentary,,
654,One Direction: This Is Us,2013,"Documentary,Music",4.2,22977,28900000.0,39700000.0,68600000.0,Documentary,Music,
655,The Call,2013,"Crime,Drama,Horror",6.7,103780,51900000.0,16700000.0,68600000.0,Crime,Drama,Horror
656,The Watch,2012,"Action,Comedy,Horror",5.7,115757,35400000.0,32900000.0,68300000.0,Action,Comedy,Horror
657,Moonrise Kingdom,2012,"Adventure,Comedy,Drama",7.8,291750,45500000.0,22800000.0,68300000.0,Adventure,Comedy,Drama
658,The American,2010,"Crime,Drama,Thriller",6.3,86863,35600000.0,32299999.0,67899999.0,Crime,Drama,Thriller
659,Son Of God,2014,"Biography,Drama,History",5.8,17606,59700000.0,8100000.0,67800000.0,Biography,Drama,History
660,The Last Exorcism,2010,"Drama,Horror,Thriller",5.6,45815,41000000.0,26700000.0,67700000.0,Drama,Horror,Thriller
661,Jersey Boys,2014,"Biography,Drama,Music",6.8,30410,47000000.0,20600000.0,67600000.0,Biography,Drama,Music
662,12 Strong,2018,"Action,Drama,History",6.6,50155,45800000.0,21600000.0,67400000.0,Action,Drama,History
663,The Next Three Days,2010,"Action,Crime,Drama",7.4,168066,21100000.0,46300000.0,67400000.0,Action,Crime,Drama
664,American Assassin,2017,"Action,Thriller",6.2,57793,36200000.0,31000000.0,67200000.0,Action,Thriller,
665,The Giver,2014,"Drama,Romance,Sci-Fi",6.5,104999,45100000.0,21900000.0,67000000.0,Drama,Romance,Sci-Fi
666,Skyline,2010,"Action,Sci-Fi,Thriller",4.4,83710,21400000.0,45400000.0,66800000.0,Action,Sci-Fi,Thriller
667,Selma,2014,"Biography,Drama,History",7.5,77633,52100000.0,14700000.0,66800000.0,Biography,Drama,History
668,Mile 22,2018,"Action,Adventure,Thriller",6.1,47862,36100000.0,30200000.0,66300000.0,Action,Adventure,Thriller
669,"Love, Simon",2018,"Comedy,Drama,Romance",7.6,81575,40800000.0,25500000.0,66300000.0,Comedy,Drama,Romance
670,Life Of The Party,2018,Comedy,5.5,25756,53100000.0,12800000.0,65900000.0,Comedy,,
671,The Age Of Adaline,2015,"Drama,Fantasy,Romance",7.2,138924,42600000.0,23000000.0,65600000.0,Drama,Fantasy,Romance
672,The Nut Job 2: Nutty By Nature,2017,"Adventure,Animation,Comedy",5.5,4820,28400000.0,36800000.0,65200000.0,Adventure,Animation,Comedy
673,God'S Not Dead,2014,Drama,4.8,38051,60800000.0,3900000.0,64700000.0,Drama,,
674,Hot Tub Time Machine,2010,"Comedy,Sci-Fi",6.4,153962,50300000.0,14300000.0,64600000.0,Comedy,Sci-Fi,
675,The Darkest Hour,2011,"Action,Adventure,Horror",4.9,55071,21400000.0,43200000.0,64600000.0,Action,Adventure,Horror
676,Fences,2016,Drama,7.2,86749,57700000.0,6700000.0,64400000.0,Drama,,
677,The Danish Girl,2015,"Biography,Drama,Romance",7.1,146873,11100000.0,53100000.0,64200000.0,Biography,Drama,Romance
678,Isle Of Dogs,2018,"Adventure,Animation,Comedy",7.9,108245,32000000.0,32200000.0,64200000.0,Adventure,Animation,Comedy
679,The Grandmaster,2013,"Action,Biography,Drama",6.6,28781,6600000.0,57500000.0,64100000.0,Action,Biography,Drama
680,Hanna,2011,"Action,Drama,Thriller",6.8,179178,40300000.0,23500000.0,63800000.0,Action,Drama,Thriller
681,"Hail, Caesar!",2016,"Comedy,Drama,Music",6.3,111422,30500000.0,33100000.0,63600000.0,Comedy,Drama,Music
682,The Star,2017,"Adventure,Animation,Comedy",6.1,5159,40900000.0,22000000.0,62900000.0,Adventure,Animation,Comedy
683,The Longest Ride,2015,"Drama,Romance",7.1,70327,37400000.0,25500000.0,62900000.0,Drama,Romance,
684,The Mountain Between Us,2017,"Action,Adventure,Drama",6.4,57033,30300000.0,32500000.0,62800000.0,Action,Adventure,Drama
685,The Nice Guys,2016,"Action,Comedy,Crime",7.4,240337,36300000.0,26500000.0,62800000.0,Action,Comedy,Crime
686,Runner Runner,2013,"Crime,Thriller",5.6,58235,19300000.0,43400000.0,62700000.0,Crime,Thriller,
687,Devil,2010,"Horror,Mystery,Thriller",6.2,122080,33600000.0,29100000.0,62700000.0,Horror,Mystery,Thriller
688,Brooklyn,2015,"Drama,Romance",7.5,117021,38300000.0,23800000.0,62100000.0,Drama,Romance,
689,Dragon Ball Z: Resurrection 'F',2015,"Action,Adventure,Animation",7.3,18286,8000000.0,53800000.0,61800000.0,Action,Adventure,Animation
690,How To Be A Latin Lover,2017,"Comedy,Drama",5.9,11747,32100000.0,29700000.0,61800000.0,Comedy,Drama,
691,"Everything, Everything",2017,"Drama,Romance",6.4,26811,34100000.0,27500000.0,61600000.0,Drama,Romance,
692,Woman In Gold,2015,"Biography,Drama,History",7.3,48501,33299999.0,28300000.0,61599999.0,Biography,Drama,History
693,Krampus,2015,"Comedy,Fantasy,Horror",6.2,55400,42700000.0,18800000.0,61500000.0,Comedy,Fantasy,Horror
694,The Legend Of Hercules,2014,"Action,Adventure,Fantasy",4.2,50352,18800000.0,42400000.0,61200000.0,Action,Adventure,Fantasy
695,The Walk,2015,"Adventure,Biography,Drama",7.3,109714,10100000.0,51000000.0,61100000.0,Adventure,Biography,Drama
696,The Walk,2015,"Crime,Thriller",6.8,126,10100000.0,51000000.0,61100000.0,Crime,Thriller,
697,Colombiana,2011,"Action,Drama,Thriller",6.4,87659,36700000.0,24300000.0,61000000.0,Action,Drama,Thriller
698,Snatched,2017,"Action,Adventure,Comedy",4.5,29997,45900000.0,15000000.0,60900000.0,Action,Adventure,Comedy
699,Kick-Ass 2,2013,"Action,Comedy,Crime",6.6,238832,28800000.0,32000000.0,60800000.0,Action,Comedy,Crime
700,127 Hours,2010,"Adventure,Biography,Drama",7.6,323949,18300000.0,42400000.0,60700000.0,Adventure,Biography,Drama
701,My Little Pony: The Movie,2017,"Adventure,Animation,Comedy",6.1,5133,21900000.0,38400000.0,60300000.0,Adventure,Animation,Comedy
702,Secretariat,2010,"Biography,Drama,Family",7.2,24536,59700000.0,537000.0,60237000.0,Biography,Drama,Family
703,The Perfect Guy,2015,"Crime,Drama,Horror",5.6,8998,57000000.0,3200000.0,60200000.0,Crime,Drama,Horror
704,The Ghost Writer,2010,"Drama,Mystery,Thriller",7.2,148274,15500000.0,44700000.0,60200000.0,Drama,Mystery,Thriller
705,A Haunted House,2013,"Comedy,Fantasy",5.1,40308,40000000.0,20100000.0,60100000.0,Comedy,Fantasy,
706,Something Borrowed,2011,"Comedy,Drama,Romance",5.9,54314,39000000.0,21100000.0,60100000.0,Comedy,Drama,Romance
707,Morning Glory,2010,"Comedy,Drama,Romance",6.5,67367,31000000.0,29000000.0,60000000.0,Comedy,Drama,Romance
708,Adrift,2018,"Action,Adventure,Biography",6.6,34115,31400000.0,28500000.0,59900000.0,Action,Adventure,Biography
709,Rock Of Ages,2012,"Comedy,Drama,Musical",5.9,69910,38500000.0,20900000.0,59400000.0,Comedy,Drama,Musical
710,One Day,2011,"Drama,Romance",7.0,128094,13800000.0,45500000.0,59300000.0,Drama,Romance,
711,Molly'S Game,2017,"Biography,Crime,Drama",7.5,104786,28800000.0,30500000.0,59300000.0,Biography,Crime,Drama
712,Beginning Of The Great Revival,2011,"Drama,History",2.5,5538,151000.0,58200000.0,58351000.0,Drama,History,
713,L.O.R.D: Legend Of Ravaging Dynasties,2016,"Animation,Fantasy",4.9,811,350000.0,57700000.0,58050000.0,Animation,Fantasy,
714,Dolphin Tale 2,2014,"Drama,Family",6.4,7579,42000000.0,15800000.0,57800000.0,Drama,Family,
715,That'S My Boy,2012,Comedy,5.6,83009,36900000.0,20800000.0,57700000.0,Comedy,,
716,The 15:17 To Paris,2018,"Biography,Drama,Thriller",5.2,21880,36300000.0,20800000.0,57100000.0,Biography,Drama,Thriller
717,All The Money In The World,2017,"Biography,Crime,Drama",6.8,60303,25100000.0,31900000.0,57000000.0,Biography,Crime,Drama
718,Zoolander 2,2016,Comedy,4.7,59914,28800000.0,27900000.0,56700000.0,Comedy,,
719,The Big Sick,2017,"Comedy,Drama,Romance",7.6,104008,42900000.0,13500000.0,56400000.0,Comedy,Drama,Romance
720,Killer Elite,2011,"Action,Crime,Thriller",6.5,117711,25100000.0,31300000.0,56400000.0,Action,Crime,Thriller
721,The Odd Life Of Timothy Green,2012,"Comedy,Drama,Family",6.6,42770,51900000.0,4200000.0,56100000.0,Comedy,Drama,Family
722,Remember Me,2010,"Drama,Romance",7.1,129443,19100000.0,37000000.0,56100000.0,Drama,Romance,
723,Confidential Assignment,2017,Action,6.5,1828,476000.0,55500000.0,55976000.0,Action,,
724,Cop Out,2010,"Action,Comedy,Crime",5.6,81656,44900000.0,10700000.0,55600000.0,Action,Comedy,Crime
725,Extremely Loud & Incredibly Close,2011,"Adventure,Drama,Mystery",6.9,93164,31800000.0,23400000.0,55200000.0,Adventure,Drama,Mystery
726,Dallas Buyers Club,2013,"Biography,Drama",8.0,402462,27300000.0,27900000.0,55200000.0,Biography,Drama,
727,Barbershop: The Next Cut,2016,"Comedy,Drama",5.9,13306,54000000.0,1000000.0,55000000.0,Comedy,Drama,
728,Downsizing,2017,"Drama,Sci-Fi",5.7,74815,24400000.0,30600000.0,55000000.0,Drama,Sci-Fi,
729,The Crazies,2010,"Horror,Thriller",6.5,104465,39100000.0,15700000.0,54800000.0,Horror,Thriller,
730,The Three Stooges,2012,"Comedy,Family",5.1,28570,44300000.0,10500000.0,54800000.0,Comedy,Family,
731,St. Vincent,2014,"Comedy,Drama",7.3,89372,44100000.0,10700000.0,54800000.0,Comedy,Drama,
732,Early Man,2018,"Adventure,Animation,Comedy",6.1,15882,8300000.0,46400000.0,54700000.0,Adventure,Animation,Comedy
733,The Face Reader,2013,"Drama,History",6.9,1754,516000.0,54100000.0,54616000.0,Drama,History,
734,No Escape,2015,"Action,Thriller",6.8,70222,27300000.0,27100000.0,54400000.0,Action,Thriller,
735,The Tree Of Life,2011,"Drama,Fantasy",6.8,156266,13300000.0,41000000.0,54300000.0,Drama,Fantasy,
736,The Five-Year Engagement,2012,"Comedy,Romance",6.2,88469,28800000.0,25100000.0,53900000.0,Comedy,Romance,
737,"I, Tonya",2017,"Biography,Comedy,Drama",7.5,141668,30000000.0,23900000.0,53900000.0,Biography,Comedy,Drama
738,Peppermint,2018,"Action,Crime,Drama",6.5,35854,35400000.0,18400000.0,53800000.0,Action,Crime,Drama
739,Lawless,2012,"Crime,Drama",7.3,214055,37400000.0,16300000.0,53700000.0,Crime,Drama,
740,A Walk Among The Tombstones,2014,"Action,Crime,Drama",6.5,105116,26300000.0,26900000.0,53200000.0,Action,Crime,Drama
741,Sinister 2,2015,"Horror,Mystery,Thriller",5.3,41782,27700000.0,25100000.0,52800000.0,Horror,Mystery,Thriller
742,From Paris With Love,2010,"Action,Crime,Thriller",6.5,107079,24100000.0,28700000.0,52800000.0,Action,Crime,Thriller
743,3 Days To Kill,2014,"Action,Drama,Thriller",6.2,81681,30700000.0,21900000.0,52600000.0,Action,Drama,Thriller
744,The Boy Next Door,2015,"Horror,Thriller",4.7,34816,35400000.0,17000000.0,52400000.0,Horror,Thriller,
745,The Night Before,2015,"Adventure,Comedy,Fantasy",6.4,58455,43000000.0,9300000.0,52300000.0,Adventure,Comedy,Fantasy
746,The Finest Hours,2016,"Action,Drama,History",6.8,55981,27600000.0,24500000.0,52100000.0,Action,Drama,History
747,Teen Titans Go! To The Movies,2018,"Action,Animation,Comedy",6.8,12525,29800000.0,22300000.0,52100000.0,Action,Animation,Comedy
748,Slender Man,2018,"Horror,Mystery,Thriller",3.2,19650,30600000.0,21200000.0,51800000.0,Horror,Mystery,Thriller
749,Hot Pursuit,2015,"Action,Comedy,Crime",5.1,44723,34600000.0,17100000.0,51700000.0,Action,Comedy,Crime
750,Master,2016,"Action,Crime",6.6,1519,597000.0,51000000.0,51597000.0,Action,Crime,
751,Magic In The Moonlight,2014,"Comedy,Romance",6.6,59054,10500000.0,40500000.0,51000000.0,Comedy,Romance,
752,Patriots Day,2016,"Action,Crime,Drama",7.4,76204,31900000.0,18700000.0,50600000.0,Action,Crime,Drama
753,Alpha And Omega,2010,"Adventure,Animation,Comedy",5.3,12463,25100000.0,25400000.0,50500000.0,Adventure,Animation,Comedy
754,The Himalayas,2015,"Adventure,Biography,Drama",6.4,779,697000.0,49800000.0,50497000.0,Adventure,Biography,Drama
755,Red Tails,2012,"Action,Adventure,Drama",5.9,31815,49900000.0,489000.0,50389000.0,Action,Adventure,Drama
756,Delivery Man,2013,"Comedy,Drama",6.4,70706,30700000.0,19300000.0,50000000.0,Comedy,Drama,
757,Winnie The Pooh,2011,"Adventure,Animation,Comedy",7.2,19605,26700000.0,23200000.0,49900000.0,Adventure,Animation,Comedy
758,The Switch,2010,"Comedy,Drama,Romance",6.1,90661,27800000.0,22100000.0,49900000.0,Comedy,Drama,Romance
759,She'S Out Of My League,2010,"Comedy,Romance",6.4,117245,32000000.0,17800000.0,49800000.0,Comedy,Romance,
760,Entourage,2015,Comedy,6.6,71519,32400000.0,16900000.0,49300000.0,Comedy,,
761,Whiplash,2014,"Drama,Music",8.5,616916,13100000.0,35900000.0,49000000.0,Drama,Music,
762,Trouble With The Curve,2012,"Drama,Sport",6.8,56129,35800000.0,13200000.0,49000000.0,Drama,Sport,
763,The Berlin File,2013,"Action,Thriller",6.6,5930,665000.0,48300000.0,48965000.0,Action,Thriller,
764,Florence Foster Jenkins,2016,"Biography,Comedy,Drama",6.8,44970,27400000.0,21500000.0,48900000.0,Biography,Comedy,Drama
765,How Do You Know,2010,"Comedy,Drama,Romance",5.4,41072,30200000.0,18500000.0,48700000.0,Comedy,Drama,Romance
766,Logan Lucky,2017,"Comedy,Crime,Drama",7.0,105966,27800000.0,20700000.0,48500000.0,Comedy,Crime,Drama
767,The Last Stand,2013,"Action,Thriller",6.4,126623,12100000.0,36300000.0,48400000.0,Action,Thriller,
768,Mother'S Day,2016,"Comedy,Drama,Romance",5.7,28854,32500000.0,15900000.0,48400000.0,Comedy,Drama,Romance
769,Charlie St. Cloud,2010,"Drama,Fantasy,Romance",6.5,55016,31200000.0,17000000.0,48200000.0,Drama,Fantasy,Romance
770,Luck-Key,2016,"Action,Comedy,Crime",6.9,1311,467000.0,47700000.0,48167000.0,Action,Comedy,Crime
771,End Of Watch,2012,"Action,Crime,Drama",7.6,211308,41000000.0,7100000.0,48100000.0,Action,Crime,Drama
772,Phantom Thread,2017,"Drama,Romance",7.5,86061,21200000.0,26600000.0,47800000.0,Drama,Romance,
773,Scott Pilgrim Vs. The World,2010,"Action,Comedy,Fantasy",7.5,339338,31500000.0,16100000.0,47600000.0,Action,Comedy,Fantasy
774,Heartbreaker,2010,"Comedy,Romance",6.8,23995,504000.0,46900000.0,47404000.0,Comedy,Romance,
775,Mortdecai,2015,"Action,Comedy,Crime",5.5,61366,7700000.0,39600000.0,47300000.0,Action,Comedy,Crime
776,Rough Night,2017,"Comedy,Crime,Thriller",5.2,39447,22100000.0,25200000.0,47300000.0,Comedy,Crime,Thriller
777,A Monster Calls,2016,"Animation,Drama,Fantasy",7.5,70416,3700000.0,43600000.0,47300000.0,Animation,Drama,Fantasy
778,Texas Chainsaw 3D,2013,"Horror,Thriller",4.8,41784,34300000.0,12900000.0,47200000.0,Horror,Thriller,
779,Soul Surfer,2011,"Biography,Drama,Family",7.1,41659,43900000.0,3200000.0,47100000.0,Biography,Drama,Family
780,Uncle Drew,2018,"Comedy,Sport",5.7,9739,42500000.0,4200000.0,46700000.0,Comedy,Sport,
781,The Big Wedding,2013,"Comedy,Drama,Romance",5.6,44221,21800000.0,24700000.0,46500000.0,Comedy,Drama,Romance
782,Mary Queen Of Scots,2018,"Biography,Drama,History",6.3,23866,16500000.0,29900000.0,46400000.0,Biography,Drama,History
783,Man On A Ledge,2012,"Action,Adventure,Crime",6.6,137507,18600000.0,27600000.0,46200000.0,Action,Adventure,Crime
784,Parker,2013,"Action,Crime,Thriller",6.2,105529,17600000.0,28600000.0,46200000.0,Action,Crime,Thriller
785,Risen,2016,"Action,Adventure,Drama",6.3,22813,36900000.0,9200000.0,46100000.0,Action,Adventure,Drama
786,The World'S End,2013,"Action,Comedy,Sci-Fi",7.0,235308,26000000.0,20100000.0,46100000.0,Action,Comedy,Sci-Fi
787,The Battleship Island,2017,"Action,Drama,History",7.1,4542,1100000.0,45000000.0,46100000.0,Action,Drama,History
788,War Of The Arrows,2011,Action,7.2,10214,251000.0,45800000.0,46051000.0,Action,,
789,Chef,2014,"Adventure,Comedy,Drama",7.3,173270,31400000.0,14500000.0,45900000.0,Adventure,Comedy,Drama
790,"Mcfarland, Usa",2015,"Biography,Drama,Sport",7.4,31735,44500000.0,1200000.0,45700000.0,Biography,Drama,Sport
791,Earth To Echo,2014,"Adventure,Family,Sci-Fi",5.8,17627,38900000.0,6400000.0,45300000.0,Adventure,Family,Sci-Fi
792,The Spy Next Door,2010,"Action,Comedy,Family",5.5,36767,24300000.0,20900000.0,45200000.0,Action,Comedy,Family
793,Blair Witch,2016,"Horror,Mystery,Thriller",5.0,36867,20800000.0,24400000.0,45200000.0,Horror,Mystery,Thriller
794,Grudge Match,2013,"Comedy,Drama,Sport",6.4,54080,29800000.0,15100000.0,44900000.0,Comedy,Drama,Sport
795,Mother!,2017,"Drama,Horror,Mystery",6.6,156813,17800000.0,26700000.0,44500000.0,Drama,Horror,Mystery
796,Boyhood,2014,Drama,7.9,315584,25400000.0,19100000.0,44500000.0,Drama,,
797,House At The End Of The Street,2012,"Drama,Horror,Thriller",5.6,66303,31600000.0,12700000.0,44300000.0,Drama,Horror,Thriller
798,Machete,2010,"Action,Crime,Thriller",6.6,182320,26600000.0,17500000.0,44100000.0,Action,Crime,Thriller
799,The Duff,2015,"Comedy,Romance",6.5,74486,34000000.0,9500000.0,43500000.0,Comedy,Romance,
800,Beastly,2011,"Drama,Fantasy,Romance",5.6,72599,27900000.0,15300000.0,43200000.0,Drama,Fantasy,Romance
801,The Snowman,2017,"Crime,Drama,Mystery",5.1,47890,6700000.0,36400000.0,43100000.0,Crime,Drama,Mystery
802,When In Rome,2010,"Comedy,Romance",5.6,57396,32700000.0,10400000.0,43100000.0,Comedy,Romance,
803,Homefront,2013,"Action,Thriller",6.5,98549,20200000.0,22900000.0,43100000.0,Action,Thriller,
804,Homefront,2013,Drama,7.7,17,20200000.0,22900000.0,43100000.0,Drama,,
805,The Man From Nowhere,2010,"Action,Drama,Thriller",7.8,55247,528000.0,42500000.0,43028000.0,Action,Drama,Thriller
806,Gifted,2017,Drama,7.6,82426,24800000.0,18200000.0,43000000.0,Drama,,
807,Legend,2015,"Biography,Crime,Drama",7.0,138947,1900000.0,41100000.0,43000000.0,Biography,Crime,Drama
808,The Possession Of Hannah Grace,2018,"Horror,Mystery,Thriller",5.2,11629,14800000.0,28200000.0,43000000.0,Horror,Mystery,Thriller
809,The Gallows,2015,"Horror,Mystery,Thriller",4.2,17763,22800000.0,20200000.0,43000000.0,Horror,Mystery,Thriller
810,Almost Christmas,2016,"Comedy,Drama",6.1,5212,42200000.0,422000.0,42622000.0,Comedy,Drama,
811,Love The Coopers,2015,"Comedy,Fantasy,Romance",5.8,18018,26300000.0,16100000.0,42400000.0,Comedy,Fantasy,Romance
812,My Name Is Khan,2010,Drama,8.0,90988,4000000.0,38300000.0,42300000.0,Drama,,
813,Loving Vincent,2017,"Animation,Biography,Crime",7.8,39737,6700000.0,35500000.0,42200000.0,Animation,Biography,Crime
814,Bang Bang,2014,"Action,Adventure,Comedy",5.5,19878,2500000.0,39500000.0,42000000.0,Action,Adventure,Comedy
815,Going The Distance,2010,"Comedy,Romance",6.3,54421,17800000.0,24200000.0,42000000.0,Comedy,Romance,
816,Call Me By Your Name,2017,"Drama,Romance",7.9,153936,18100000.0,23800000.0,41900000.0,Drama,Romance,
817,The Guilt Trip,2012,"Comedy,Drama",5.8,33702,37100000.0,4700000.0,41800000.0,Comedy,Drama,
818,Overlord,2018,"Action,Adventure,Horror",6.7,56108,21700000.0,20000000.0,41700000.0,Action,Adventure,Horror
819,A Werewolf Boy,2012,"Fantasy,Romance",7.4,5657,343000.0,41300000.0,41643000.0,Fantasy,Romance,
820,The Lady In The Van,2015,"Biography,Comedy,Drama",6.7,23105,10000000.0,31400000.0,41400000.0,Biography,Comedy,Drama
821,This Is Where I Leave You,2014,"Comedy,Drama",6.6,65202,34300000.0,7000000.0,41300000.0,Comedy,Drama,
822,Ricki And The Flash,2015,"Comedy,Drama,Music",5.9,20932,26800000.0,14500000.0,41300000.0,Comedy,Drama,Music
823,The Darkest Minds,2018,"Action,Adventure,Drama",5.7,21340,12700000.0,28400000.0,41100000.0,Action,Adventure,Drama
824,Fist Fight,2017,Comedy,5.6,35136,32200000.0,8900000.0,41100000.0,Comedy,,
825,30 Minutes Or Less,2011,"Action,Comedy,Crime",6.1,87254,37100000.0,3500000.0,40600000.0,Action,Comedy,Crime
826,That Awkward Moment,2014,"Comedy,Romance",6.2,92148,26100000.0,14400000.0,40500000.0,Comedy,Romance,
827,The Roommate,2011,"Drama,Thriller",4.9,33062,37300000.0,3200000.0,40500000.0,Drama,Thriller,
828,Carol,2015,"Drama,Romance",7.2,100680,12700000.0,27600000.0,40300000.0,Drama,Romance,
829,Shark Night 3D,2011,"Horror,Thriller",4.0,23190,18900000.0,21300000.0,40200000.0,Horror,Thriller,
830,Diary Of A Wimpy Kid: The Long Haul,2017,"Comedy,Family",4.4,5635,20700000.0,19400000.0,40100000.0,Comedy,Family,
831,Monte Carlo,2011,"Adventure,Comedy,Family",5.8,38731,23200000.0,16500000.0,39700000.0,Adventure,Comedy,Family
832,The Gambler,2014,"Crime,Drama,Thriller",6.0,59995,33700000.0,5600000.0,39300000.0,Crime,Drama,Thriller
833,Million Dollar Arm,2014,"Biography,Drama,Sport",7.0,41008,36500000.0,2800000.0,39300000.0,Biography,Drama,Sport
834,50/50,2011,"Comedy,Drama,Romance",7.7,300475,35000000.0,4200000.0,39200000.0,Comedy,Drama,Romance
835,Show Dogs,2018,"Adventure,Comedy,Family",3.7,3458,17900000.0,21300000.0,39200000.0,Adventure,Comedy,Family
836,Mars Needs Moms,2011,"Adventure,Animation,Family",5.4,19823,21400000.0,17600000.0,39000000.0,Adventure,Animation,Family
837,Nightcrawler,2014,"Crime,Drama,Thriller",7.9,404476,32400000.0,6300000.0,38700000.0,Crime,Drama,Thriller
838,Dream House,2011,"Drama,Mystery,Thriller",6.0,59714,21300000.0,17200000.0,38500000.0,Drama,Mystery,Thriller
839,The Lazarus Effect,2015,"Horror,Mystery,Sci-Fi",5.2,37675,25800000.0,12600000.0,38400000.0,Horror,Mystery,Sci-Fi
840,On The Basis Of Sex,2018,"Biography,Drama",6.9,12083,24600000.0,13600000.0,38200000.0,Biography,Drama,
841,Killing Them Softly,2012,"Crime,Thriller",6.2,124086,15000000.0,22900000.0,37900000.0,Crime,Thriller,
842,Hell Or High Water,2016,"Action,Crime,Drama",7.6,176469,27000000.0,10900000.0,37900000.0,Action,Crime,Drama
843,Absolutely Fabulous: The Movie,2016,"Comedy,Crime",5.4,10928,4800000.0,33100000.0,37900000.0,Comedy,Crime,
844,For Colored Girls,2010,Drama,6.1,6728,37700000.0,17300.0,37717300.0,Drama,,
845,Jumping The Broom,2011,"Comedy,Drama",5.7,9089,37300000.0,415000.0,37715000.0,Comedy,Drama,
846,The Forest,2016,"Drama,Fantasy,Horror",6.5,222,26600000.0,11000000.0,37600000.0,Drama,Fantasy,Horror
847,The Forest,2016,"Horror,Mystery,Thriller",4.8,36423,26600000.0,11000000.0,37600000.0,Horror,Mystery,Thriller
848,A Walk In The Woods,2015,"Adventure,Biography,Comedy",6.3,22033,29500000.0,8000000.0,37500000.0,Adventure,Biography,Comedy
849,Snowden,2016,"Biography,Drama,Thriller",7.3,119149,21600000.0,15700000.0,37300000.0,Biography,Drama,Thriller
850,Chernobyl Diaries,2012,"Horror,Mystery,Thriller",5.0,60304,18100000.0,19000000.0,37100000.0,Horror,Mystery,Thriller
851,One For The Money,2012,"Action,Comedy,Crime",5.3,38473,26400000.0,10500000.0,36900000.0,Action,Comedy,Crime
852,Devil'S Due,2014,"Horror,Mystery,Thriller",4.1,15502,15800000.0,21100000.0,36900000.0,Horror,Mystery,Thriller
853,Burnt,2015,"Comedy,Drama",6.6,95988,13700000.0,23000000.0,36700000.0,Comedy,Drama,
854,Furry Vengeance,2010,"Comedy,Family",3.8,14700,17600000.0,18600000.0,36200000.0,Comedy,Family,
855,A Most Wanted Man,2014,"Crime,Drama,Thriller",6.8,67914,17200000.0,19000000.0,36200000.0,Crime,Drama,Thriller
856,The Best Of Me,2014,"Drama,Romance",6.7,59750,26800000.0,9200000.0,36000000.0,Drama,Romance,
857,Jobs,2013,"Biography,Drama",5.9,88788,16100000.0,19800000.0,35900000.0,Biography,Drama,
858,Dredd,2012,"Action,Crime,Sci-Fi",7.1,234616,13400000.0,22200000.0,35600000.0,Action,Crime,Sci-Fi
859,Faster,2010,"Action,Crime,Drama",6.5,93618,23200000.0,12400000.0,35600000.0,Action,Crime,Drama
860,Arbitrage,2012,"Drama,Thriller",6.6,46774,7900000.0,27600000.0,35500000.0,Drama,Thriller,
861,A Very Harold & Kumar 3D Christmas,2011,"Adventure,Comedy",6.3,62151,35100000.0,326000.0,35426000.0,Adventure,Comedy,
862,Room,2015,"Drama,Thriller",8.2,316791,14700000.0,20700000.0,35400000.0,Drama,Thriller,
863,My Week With Marilyn,2011,"Biography,Drama",7.0,79337,14600000.0,20500000.0,35100000.0,Biography,Drama,
864,The Hate U Give,2018,"Crime,Drama",7.3,17583,29700000.0,5200000.0,34900000.0,Crime,Drama,
865,The Sitter,2011,Comedy,5.7,65575,30400000.0,4500000.0,34900000.0,Comedy,,
866,Chimpanzee,2012,Documentary,7.2,5539,29000000.0,5900000.0,34900000.0,Documentary,,
867,The Kids Are All Right,2010,"Comedy,Drama,Romance",7.0,120656,20800000.0,13900000.0,34700000.0,Comedy,Drama,Romance
868,Jane Eyre,2011,"Drama,Romance",7.4,74998,11200000.0,23500000.0,34700000.0,Drama,Romance,
869,Alex Cross,2012,"Action,Crime,Mystery",5.1,30951,25900000.0,8700000.0,34600000.0,Action,Crime,Mystery
870,Steve Jobs,2015,"Biography,Drama",7.2,138668,17800000.0,16700000.0,34500000.0,Biography,Drama,
871,Victor Frankenstein,2015,"Drama,Horror,Sci-Fi",6.0,47492,5800000.0,28500000.0,34300000.0,Drama,Horror,Sci-Fi
872,The House,2017,"Comedy,Crime",5.6,33365,25600000.0,8600000.0,34200000.0,Comedy,Crime,
873,You Will Meet A Tall Dark Stranger,2010,"Comedy,Drama,Romance",6.3,41608,3200000.0,31000000.0,34200000.0,Comedy,Drama,Romance
874,Cirque Du Soleil: Worlds Away,2012,Fantasy,6.8,7643,12500000.0,21600000.0,34100000.0,Fantasy,,
875,Shaolin,2011,"Action,Drama",6.9,17777,66100.0,33600000.0,33666100.0,Action,Drama,
876,Nobody'S Fool,2018,"Comedy,Drama,Romance",4.6,3618,31700000.0,1800000.0,33500000.0,Comedy,Drama,Romance
